symbol,name,exchange,sector,industry,currency
MAZE.US,"Maze Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
MB.US,MasterBeef Group - Ordinary Shares,NASDAQ,,,USD
MBAV.US,M3-Brigade Acquisition V Corp. - Class A Ordinary shares,NASDAQ,,,USD
MBAVU.US,M3-Brigade Acquisition V Corp. - Units,NASDAQ,,,USD
MBAVW.US,M3-Brigade Acquisition V Corp. - Warrant,NASDAQ,,,USD
MBB.US,iShares MBS ETF,NASDAQ,,,USD
MBBC.US,"Marathon Bancorp, Inc. - Common Stock",NASDAQ,,,USD
MBCN.US,Middlefield Banc Corp. - Common Stock,NASDAQ,,,USD
MBIN.US,Merchants Bancorp - Common Stock,NASDAQ,,,USD
MBINL.US,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 7.625% Fixed Rate Series E Non-Cumulative Perpetual Preferred Stock, without par value",NASDAQ,,,USD
MBINM.US,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",NASDAQ,,,USD
MBINN.US,Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock,NASDAQ,,,USD
MBIO.US,"Mustang Bio, Inc. - Common Stock",NASDAQ,,,USD
MBLY.US,Mobileye Global Inc. - Class A Common Stock,NASDAQ,,,USD
MBNKO.US,"Medallion Bank - Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series G, par value $1.00 per share",NASDAQ,,,USD
MBOT.US,Microbot Medical Inc.  - Common Stock,NASDAQ,,,USD
MBRX.US,"Moleculin Biotech, Inc. - Common Stock",NASDAQ,,,USD
MBS.US,Angel Oak Mortgage-Backed Securities ETF,NASDAQ,,,USD
MBUU.US,"Malibu Boats, Inc. - Common Stock",NASDAQ,,,USD
MBVIU.US,M3-Brigade Acquisition VI Corp. - Units,NASDAQ,,,USD
MBWM.US,Mercantile Bank Corporation - Common Stock,NASDAQ,,,USD
MBX.US,"MBX Biosciences, Inc. - Common Stock",NASDAQ,,,USD
MCBS.US,"MetroCity Bankshares, Inc. - Common Stock",NASDAQ,,,USD
MCDS.US,JPMorgan Fundamental Data Science Mid Core ETF,NASDAQ,,,USD
MCFT.US,"MasterCraft Boat Holdings, Inc. - Common Stock",NASDAQ,,,USD
MCGA.US,Yorkville Acquisition Corp. - Class A Ordinary Share,NASDAQ,,,USD
MCGAU.US,Yorkville Acquisition Corp. - Unit,NASDAQ,,,USD
MCGAW.US,Yorkville Acquisition Corp. - Warrant,NASDAQ,,,USD
MCHB.US,Mechanics Bancorp - Class A Common Stock,NASDAQ,,,USD
MCHI.US,iShares MSCI China ETF,NASDAQ,,,USD
MCHPP.US,Microchip Technology Incorporated - Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,NASDAQ,,,USD
MCHS.US,Matthews China Discovery Active ETF,NASDAQ,,,USD
MCHX.US,"Marchex, Inc. - Class B Common Stock",NASDAQ,,,USD
MCRB.US,"Seres Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
MCRI.US,"Monarch Casino & Resort, Inc. - Common Stock",NASDAQ,,,USD
MCSE.US,Franklin Sustainable International Equity ETF,NASDAQ,,,USD
MCTR.US,CTRL Group Limited - ordinary shares,NASDAQ,,,USD
MCW.US,"Mister Car Wash, Inc. - Common Stock",NASDAQ,,,USD
MDAI.US,"Spectral AI, Inc. - Class A Common Stock",NASDAQ,,,USD
MDAIW.US,"Spectral AI, Inc. - Warrants",NASDAQ,,,USD
MDB.US,"MongoDB, Inc. - Class A Common Stock",NASDAQ,,,USD
MDBH.US,"MDB Capital Holdings, LLC - Class A common ",NASDAQ,,,USD
MDCX.US,Medicus Pharma Ltd. - Common Stock,NASDAQ,,,USD
MDCXW.US,Medicus Pharma Ltd. - Warrant,NASDAQ,,,USD
MDGL.US,"Madrigal Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
MDIA.US,Mediaco Holding Inc. - Class A Common Stock,NASDAQ,,,USD
MDIV.US,Multi-Asset Diversified Income Index Fund,NASDAQ,,,USD
MDRR.US,"Medalist Diversified REIT, Inc. - Common Stock",NASDAQ,,,USD
MDWD.US,MediWound Ltd. - Ordinary Shares,NASDAQ,,,USD
MDXG.US,"MiMedx Group, Inc - Common Stock",NASDAQ,,,USD
MDXH.US,MDxHealth SA - Ordinary Shares,NASDAQ,,,USD
MEDP.US,"Medpace Holdings, Inc. - Common Stock",NASDAQ,,,USD
MEDX.US,Horizon Kinetics Medical ETF,NASDAQ,,,USD
MEGL.US,Magic Empire Global Limited - Class A Ordinary Shares,NASDAQ,,,USD
MELI.US,"MercadoLibre, Inc. - Common Stock",NASDAQ,,,USD
MEMS.US,Matthews Emerging Markets Discovery Active ETF,NASDAQ,,,USD
MENS.US,Jyong Biotech Ltd. - Ordinary shares,NASDAQ,,,USD
MEOH.US,Methanex Corporation - Common Stock,NASDAQ,,,USD
MERC.US,Mercer International Inc. - Common Stock,NASDAQ,,,USD
MESA.US,"Mesa Air Group, Inc. - Common Stock",NASDAQ,,,USD
MESO.US,Mesoblast Limited - American Depositary Shares,NASDAQ,,,USD
METC.US,"Ramaco Resources, Inc. - Class A Common Stock",NASDAQ,,,USD
METCB.US,"Ramaco Resources, Inc. - Class B Common Stock",NASDAQ,,,USD
METCI.US,"Ramaco Resources, Inc. - 8.250% Senior Notes due 2030",NASDAQ,,,USD
METCZ.US,"Ramaco Resources, Inc. - 8.375% Senior Notes due 2029",NASDAQ,,,USD
METD.US,Direxion Daily META Bear 1X Shares,NASDAQ,,,USD
METL.US,Sprott Active Metals & Miners ETF,NASDAQ,,,USD
METU.US,Direxion Daily META Bull 2X Shares,NASDAQ,,,USD
MFH.US,Mercurity Fintech Holding Inc. - American Ordinary Shares,NASDAQ,,,USD
MFI.US,mF International Limited - Class A Ordinary Shares,NASDAQ,,,USD
MFIC.US,MidCap Financial Investment Corporation - Closed End Fund,NASDAQ,,,USD
MFICL.US,MidCap Financial Investment Corporation - 8.00% Notes due 2028,NASDAQ,,,USD
MFIN.US,Medallion Financial Corp. - Common Stock,NASDAQ,,,USD
MFLX.US,First Trust Flexible Municipal High Income ETF,NASDAQ,,,USD
MGEE.US,MGE Energy Inc. - Common Stock,NASDAQ,,,USD
MGIC.US,Magic Software Enterprises Ltd. - Ordinary Shares,NASDAQ,,,USD
MGIH.US,Millennium Group International Holdings Limited - Ordinary Shares,NASDAQ,,,USD
MGN.US,Megan Holdings Limited - Ordinary shares.,NASDAQ,,,USD
MGNI.US,"Magnite, Inc. - Common Stock",NASDAQ,,,USD
MGNX.US,"MacroGenics, Inc. - Common Stock",NASDAQ,,,USD
MGPI.US,"MGP Ingredients, Inc. - Common Stock",NASDAQ,,,USD
MGRC.US,McGrath RentCorp - Common Stock,NASDAQ,,,USD
MGRM.US,Monogram Technologies Inc. - Common Stock,NASDAQ,,,USD
MGRT.US,Mega Fortune Company Limited - Ordinary Shares,NASDAQ,,,USD
MGRX.US,"Mangoceuticals, Inc. - Common Stock",NASDAQ,,,USD
MGTX.US,MeiraGTx Holdings plc - Ordinary Shares,NASDAQ,,,USD
MGX.US,"Metagenomi, Inc. - Common Stock",NASDAQ,,,USD
MGYR.US,"Magyar Bancorp, Inc. - Common Stock",NASDAQ,,,USD
MHUA.US,"Meihua International Medical Technologies Co., Ltd. - Ordinary Shares",NASDAQ,,,USD
MIDD.US,The Middleby Corporation - Common Stock,NASDAQ,,,USD
MIGI.US,Mawson Infrastructure Group Inc. - Common Stock,NASDAQ,,,USD
MILN.US,Global X Millennial Consumer ETF,NASDAQ,,,USD
MIMI.US,Mint Incorporation Limited - Class A Ordinary Shares,NASDAQ,,,USD
MIND.US,"MIND Technology, Inc. - Common Stock",NASDAQ,,,USD
MIRA.US,"MIRA Pharmaceuticals, Inc. - Common Stock",NASDAQ,,,USD
MIRM.US,"Mirum Pharmaceuticals, Inc. - common stock",NASDAQ,,,USD
MIST.US,Milestone Pharmaceuticals Inc. - Common Shares,NASDAQ,,,USD
MITK.US,"Mitek Systems, Inc. - Common Stock",NASDAQ,,,USD
MJID.US,Majestic Ideal Holdings Ltd - Ordinary Shares,NASDAQ,,,USD
MKAM.US,MKAM ETF,NASDAQ,,,USD
MKDW.US,MKDWELL Tech Inc. - Ordinary Shares,NASDAQ,,,USD
MKDWW.US,MKDWELL Tech Inc. - Warrants,NASDAQ,,,USD
MKLYU.US,McKinley Acquisition Corporation - Units,NASDAQ,,,USD
MKSI.US,MKS Inc. - Common Stock,NASDAQ,,,USD
MKTW.US,"MarketWise, Inc. - Class A Common Stock",NASDAQ,,,USD
MKZR.US,"MacKenzie Realty Capital, Inc. - Common Stock",NASDAQ,,,USD
MLAB.US,"Mesa Laboratories, Inc. - Common Stock",NASDAQ,,,USD
MLAC.US,Mountain Lake Acquisition Corp. - Class A Ordinary Shares,NASDAQ,,,USD
MLACR.US,Mountain Lake Acquisition Corp. - Right,NASDAQ,,,USD
MLACU.US,Mountain Lake Acquisition Corp. - Units,NASDAQ,,,USD
MLCI.US,Mount Logan Capital Inc. - Common Stock,NASDAQ,,,USD
MLCO.US,Melco Resorts & Entertainment Limited - American Depositary Shares ,NASDAQ,,,USD
MLEC.US,Moolec Science SA - Ordinary shares,NASDAQ,,,USD
MLECW.US,Moolec Science SA - Warrant,NASDAQ,,,USD
MLGO.US,"MicroAlgo, Inc. - Ordinary Shares",NASDAQ,,,USD
MLKN.US,"MillerKnoll, Inc. - Common Stock",NASDAQ,,,USD
MLTX.US,MoonLake Immunotherapeutics - Class A Ordinary Shares,NASDAQ,,,USD
MLYS.US,"Mineralys Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
MMLP.US,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,NASDAQ,,,USD
MMSI.US,"Merit Medical Systems, Inc. - Common Stock",NASDAQ,,,USD
MMYT.US,MakeMyTrip Limited - Ordinary Shares,NASDAQ,,,USD
MNDO.US,MIND C.T.I. Ltd. - Ordinary Shares,NASDAQ,,,USD
MNDR.US,Mobile-health Network Solutions - Class A Ordinary Shares,NASDAQ,,,USD
MNDY.US,monday.com Ltd. - Ordinary Shares,NASDAQ,,,USD
MNKD.US,MannKind Corporation - Common Stock,NASDAQ,,,USD
MNMD.US,Mind Medicine (MindMed) Inc. - Common Shares,NASDAQ,,,USD
MNOV.US,"MediciNova, Inc. - Common Stock",NASDAQ,,,USD
MNPR.US,Monopar Therapeutics Inc. - Common Stock,NASDAQ,,,USD
MNRO.US,"Monro, Inc.  - Common Stock",NASDAQ,,,USD
MNSB.US,"MainStreet Bancshares, Inc. - Common Stock",NASDAQ,,,USD
MNSBP.US,"MainStreet Bancshares, Inc. - Depositary Shares",NASDAQ,,,USD
MNTK.US,"Montauk Renewables, Inc. - Common Stock",NASDAQ,,,USD
MNTS.US,Momentus Inc. - Class A Common Stock,NASDAQ,,,USD
MNTSW.US,Momentus Inc. - Warrant,NASDAQ,,,USD
MNY.US,MoneyHero Limited - Class A Ordinary Shares,NASDAQ,,,USD
MNYWW.US,MoneyHero Limited - Warrants,NASDAQ,,,USD
MOB.US,Mobilicom Limited - American Depositary Shares,NASDAQ,,,USD
MOBBW.US,Mobilicom Limited - Warrants,NASDAQ,,,USD
MOBX.US,"Mobix Labs, Inc. - Class A Common Stock",NASDAQ,,,USD
MOBXW.US,"Mobix Labs, Inc. - Warrants",NASDAQ,,,USD
MODD.US,"Modular Medical, Inc. - common stock",NASDAQ,,,USD
MODL.US,VictoryShares WestEnd U.S. Sector ETF,NASDAQ,,,USD
MOFG.US,"MidWestOne Financial Group, Inc. - Common Stock",NASDAQ,,,USD
MOGO.US,Mogo Inc. - Common Shares,NASDAQ,,,USD
MOLN.US,Molecular Partners AG - American Depositary Shares,NASDAQ,,,USD
MOMO.US,Hello Group Inc.  - American Depositary Shares,NASDAQ,,,USD
MOOD.US,Relative Sentiment Tactical Allocation ETF,NASDAQ,,,USD
MORN.US,"Morningstar, Inc. - Common Stock",NASDAQ,,,USD
MOVE.US,Movano Inc. - Common Stock,NASDAQ,,,USD
MPAA.US,"Motorcar Parts of America, Inc. - Common Stock",NASDAQ,,,USD
MPB.US,Mid Penn Bancorp - Common Stock,NASDAQ,,,USD
MQ.US,"Marqeta, Inc. - Class A Common Stock",NASDAQ,,,USD
MQQQ.US,Tradr 2X Long Innovation 100 Monthly ETF,NASDAQ,,,USD
MRAL.US,GraniteShares 2x Long MARA Daily ETF,NASDAQ,,,USD
MRAM.US,"Everspin Technologies, Inc. - Common Stock",NASDAQ,,,USD
MRBK.US,Meridian Corporation - Common Stock,NASDAQ,,,USD
MRCC.US,Monroe Capital Corporation - Closed End Fund,NASDAQ,,,USD
MRCY.US,Mercury Systems Inc - Common Stock,NASDAQ,,,USD
MREO.US,Mereo BioPharma Group plc - American Depositary Shares,NASDAQ,,,USD
MRKR.US,"Marker Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
MRM.US,MEDIROM Healthcare Technologies Inc. - American Depositary Share,NASDAQ,,,USD
MRNO.US,Murano Global Investments PLC - Ordinary Shares,NASDAQ,,,USD
MRNOW.US,Murano Global Investments PLC - Warrants,NASDAQ,,,USD
MRSN.US,"Mersana Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
MRTN.US,"Marten Transport, Ltd. - Common Stock",NASDAQ,,,USD
MRUS.US,Merus N.V. - Common Shares,NASDAQ,,,USD
MRVI.US,"Maravai LifeSciences Holdings, Inc. - Class A common stock",NASDAQ,,,USD
MRVL.US,"Marvell Technology, Inc. - Common Stock",NASDAQ,,,USD
MRX.US,Marex Group plc - Ordinary Shares,NASDAQ,,,USD
MSAI.US,"MultiSensor AI Holdings, Inc. - Common Stock",NASDAQ,,,USD
MSAIW.US,"MultiSensor AI Holdings, Inc. - Warrants",NASDAQ,,,USD
MSBI.US,"Midland States Bancorp, Inc. - Common Stock",NASDAQ,,,USD
MSBIP.US,"Midland States Bancorp, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,,,USD
MSDD.US,GraniteShares 2x Short MSTR Daily ETF,NASDAQ,,,USD
MSEX.US,Middlesex Water Company - Common Stock,NASDAQ,,,USD
MSFD.US,Direxion Daily MSFT Bear 1X Shares,NASDAQ,,,USD
MSFL.US,GraniteShares 2x Long MSFT Daily ETF,NASDAQ,,,USD
MSFU.US,Direxion Daily MSFT Bull 2X Shares,NASDAQ,,,USD
MSGM.US,Motorsport Games Inc. - Class A Common Stock,NASDAQ,,,USD
MSGY.US,Masonglory Limited - Ordinary Shares,NASDAQ,,,USD
MSPR.US,"MSP Recovery, Inc. - Class A Common Stock",NASDAQ,,,USD
MSPRW.US,"MSP Recovery, Inc. - Warrant",NASDAQ,,,USD
MSPRZ.US,"MSP Recovery, Inc. - Warrant",NASDAQ,,,USD
MSS.US,Maison Solutions Inc. - Class A Common Stock,NASDAQ,,,USD
MST.US,Defiance Leveraged Long Income MSTR ETF,NASDAQ,,,USD
MSTP.US,GraniteShares 2x Long MSTR Daily ETF,NASDAQ,,,USD
MSTR.US,Strategy Inc - Class A Common Stock,NASDAQ,,,USD
MSTX.US,Defiance Daily Target 2x Long MSTR ETF,NASDAQ,,,USD
MSW.US,Ming Shing Group Holdings Limited - Ordinary Shares,NASDAQ,,,USD
MTC.US,"MMTec, Inc. - Common Shares",NASDAQ,,,USD
MTEK.US,Maris-Tech Ltd. - ordinary shares,NASDAQ,,,USD
MTEKW.US,Maris-Tech Ltd. - Warrants,NASDAQ,,,USD
MTEN.US,Mingteng International Corporation Inc. - Class A Ordinary Shares,NASDAQ,,,USD
MTEX.US,"Mannatech, Incorporated - Common Stock",NASDAQ,,,USD
MTLS.US,Materialise NV - American Depositary Shares,NASDAQ,,,USD
MTRX.US,Matrix Service Company - Common Stock,NASDAQ,,,USD
MTSI.US,"MACOM Technology Solutions Holdings, Inc. - Common Stock",NASDAQ,,,USD
MTSR.US,"Metsera, Inc. - Common Stock",NASDAQ,,,USD
MTVA.US,MetaVia Inc.  - Common Stock,NASDAQ,,,USD
MTYY.US,GraniteShares YieldBOOST MSTR ETF,NASDAQ,,,USD
MUD.US,Direxion Daily MU Bear 1X Shares,NASDAQ,,,USD
MULL.US,GraniteShares 2x Long MU Daily ETF,NASDAQ,,,USD
MULT.US,Franklin Multisector Income ETF,NASDAQ,,,USD
MURA.US,Mural Oncology plc - Ordinary Shares,NASDAQ,,,USD
MUU.US,Direxion Daily MU Bull 2X Shares,NASDAQ,,,USD
MVBF.US,MVB Financial Corp. - Common Stock,NASDAQ,,,USD
MVIS.US,"MicroVision, Inc. - Common Stock",NASDAQ,,,USD
MVLL.US,GraniteShares 2x Long MRVL Daily ETF,NASDAQ,,,USD
MVST.US,"Microvast Holdings, Inc. - Common Stock",NASDAQ,,,USD
MVSTW.US,"Microvast Holdings, Inc. - Warrant",NASDAQ,,,USD
MWYN.US,"Marwynn Holdings, Inc. - Common stock",NASDAQ,,,USD
MXCT.US,"MaxCyte, Inc. - Common Stock",NASDAQ,,,USD
MXL.US,"MaxLinear, Inc - Common Stock",NASDAQ,,,USD
MYCF.US,SPDR SSGA My2026 Corporate Bond ETF,NASDAQ,,,USD
MYCG.US,SPDR SSGA My2027 Corporate Bond ETF,NASDAQ,,,USD
MYCH.US,SPDR SSGA My2028 Corporate Bond ETF,NASDAQ,,,USD
MYCI.US,SPDR SSGA My2029 Corporate Bond ETF,NASDAQ,,,USD
MYCJ.US,SPDR SSGA My2030 Corporate Bond ETF,NASDAQ,,,USD
MYCK.US,SPDR SSGA My2031 Corporate Bond ETF,NASDAQ,,,USD
MYCL.US,SPDR SSGA My2032 Corporate Bond ETF,NASDAQ,,,USD
MYCM.US,SPDR SSGA My2033 Corporate Bond ETF,NASDAQ,,,USD
MYCN.US,SPDR SSGA My2034 Corporate Bond ETF,NASDAQ,,,USD
MYCO.US,SPDR SSGA My2035 Corporate Bond ETF,NASDAQ,,,USD
MYFW.US,"First Western Financial, Inc. - Common Stock",NASDAQ,,,USD
MYGN.US,"Myriad Genetics, Inc. - Common Stock",NASDAQ,,,USD
MYMF.US,SPDR SSGA My2026 Municipal Bond ETF,NASDAQ,,,USD
MYMG.US,SPDR SSGA My2027 Municipal Bond ETF,NASDAQ,,,USD
MYMH.US,SPDR SSGA My2028 Municipal Bond ETF,NASDAQ,,,USD
MYMI.US,SPDR SSGA My2029 Municipal Bond ETF,NASDAQ,,,USD
MYMJ.US,SPDR SSGA My2030 Municipal Bond ETF,NASDAQ,,,USD
MYMK.US,SPDR SSGA My2031 Municipal Bond ETF,NASDAQ,,,USD
MYNZ.US,Mainz Biomed N.V. - Ordinary Shares,NASDAQ,,,USD
MYPS.US,"PLAYSTUDIOS, Inc.  - Class A Common Stock",NASDAQ,,,USD
MYPSW.US,"PLAYSTUDIOS, Inc.  - Warrant",NASDAQ,,,USD
MYRG.US,"MYR Group, Inc. - Common Stock",NASDAQ,,,USD
MYSE.US,"Myseum, Inc. - Common Stock",NASDAQ,,,USD
MYSEW.US,"Myseum, Inc. - Series A Warrant",NASDAQ,,,USD
MYSZ.US,"My Size, Inc. - Common Stock",NASDAQ,,,USD
MZTI.US,The Marzetti Company - Common Stock,NASDAQ,,,USD
nan.US,Nano Labs Ltd - Class A Ordinary Shares,NASDAQ,,,USD
NAAS.US,NaaS Technology Inc. - American Depositary Shares,NASDAQ,,,USD
NAGE.US,"Niagen Bioscience, Inc. - Common Stock",NASDAQ,,,USD
NAII.US,"Natural Alternatives International, Inc. - Common Stock",NASDAQ,,,USD
NAKA.US,"Kindly MD, Inc. - Common Stock",NASDAQ,,,USD
NAMI.US,Jinxin Technology Holding Company - American Depositary Shares,NASDAQ,,,USD
NAMM.US,Namib Minerals - Ordinary Shares,NASDAQ,,,USD
NAMMW.US,Namib Minerals - Warrants,NASDAQ,,,USD
NAMS.US,NewAmsterdam Pharma Company N.V. - Ordinary Shares,NASDAQ,,,USD
NAMSW.US,NewAmsterdam Pharma Company N.V. - Warrant,NASDAQ,,,USD
NAOV.US,"NanoVibronix, Inc. - Common Stock",NASDAQ,,,USD
NATH.US,"Nathan's Famous, Inc. - Common Stock",NASDAQ,,,USD
NATO.US,Themes Transatlantic Defense ETF,NASDAQ,,,USD
NATR.US,"Nature's Sunshine Products, Inc. - Common Stock",NASDAQ,,,USD
NAUT.US,"Nautilus Biotechnology, Inc. - Common Stock",NASDAQ,,,USD
NAVI.US,Navient Corporation - Common Stock,NASDAQ,,,USD
NB.US,NioCorp Developments Ltd. - Common Stock,NASDAQ,,,USD
NBBK.US,"NB Bancorp, Inc. - Common Stock",NASDAQ,,,USD
NBIS.US,Nebius Group N.V. - Class A Ordinary Shares,NASDAQ,,,USD
NBIX.US,"Neurocrine Biosciences, Inc. - Common Stock",NASDAQ,,,USD
NBN.US,Northeast Bank - Common Stock,NASDAQ,,,USD
NBTB.US,NBT Bancorp Inc. - Common Stock,NASDAQ,,,USD
NBTX.US,Nanobiotix S.A. - ADSs,NASDAQ,,,USD
NCEW.US,New Century Logistics (BVI) Limited - Ordinary Shares,NASDAQ,,,USD
NCI.US,Neo-Concept International Group Holdings Limited - Class A Ordinary Shares,NASDAQ,,,USD
NCIQ.US,Hashdex Nasdaq Crypto Index US ETF - Hashdex Nasdaq Crypto Index US ETF,NASDAQ,,,USD
NCMI.US,"National CineMedia, Inc. - Common Stock",NASDAQ,,,USD
NCNA.US,NuCana plc - American Depositary Shares,NASDAQ,,,USD
NCNO.US,"nCino, Inc. - Common Stock",NASDAQ,,,USD
NCPB.US,Nuveen Core Plus Bond ETF,NASDAQ,,,USD
NCPL.US,Netcapital Inc. - Common Stock,NASDAQ,,,USD
NCPLW.US,Netcapital Inc. - warrants,NASDAQ,,,USD
NCRA.US,"Nocera, Inc. - common stock",NASDAQ,,,USD
NCSM.US,"NCS Multistage Holdings, Inc. - Common Stock",NASDAQ,,,USD
NCT.US,Intercont (Cayman) Limited - Ordinary shares,NASDAQ,,,USD
NCTY.US,The9 Limited - American Depository Shares,NASDAQ,,,USD
NDAA.US,Ned Davis Research 360 Dynamic Allocation ETF,NASDAQ,,,USD
NDLS.US,Noodles & Company - Common Stock,NASDAQ,,,USD
NDRA.US,ENDRA Life Sciences Inc. - Common Stock,NASDAQ,,,USD
NECB.US,"NorthEast Community Bancorp, Inc. - Common Stock",NASDAQ,,,USD
NEGG.US,"Newegg Commerce, Inc. - Common Shares",NASDAQ,,,USD
NEO.US,"NeoGenomics, Inc. - Common Stock",NASDAQ,,,USD
NEOG.US,Neogen Corporation - Common Stock,NASDAQ,,,USD
NEON.US,Neonode Inc. - Common Stock,NASDAQ,,,USD
NEOV.US,NeoVolta Inc. - Common Stock,NASDAQ,,,USD
NEOVW.US,NeoVolta Inc. - Warrant,NASDAQ,,,USD
NEPH.US,"Nephros, Inc. - Common Stock",NASDAQ,,,USD
NERD.US,Roundhill Video Games ETF,NASDAQ,,,USD
NERV.US,"Minerva Neurosciences, Inc - Common Stock",NASDAQ,,,USD
NESR.US,National Energy Services Reunited Corp - Ordinary Shares,NASDAQ,,,USD
NETD.US,Nabors Energy Transition Corp. II - Class A Ordinary Shares,NASDAQ,,,USD
NETDU.US,Nabors Energy Transition Corp. II - Unit,NASDAQ,,,USD
NETDW.US,Nabors Energy Transition Corp. II - Warrant,NASDAQ,,,USD
NEUP.US,Neuphoria Therapeutics Inc. - Common Stock,NASDAQ,,,USD
NEWT.US,"NewtekOne, Inc. - Common Stock",NASDAQ,,,USD
NEWTG.US,"NewtekOne, Inc. - 8.50% Fixed Rate Senior Notes due 2029",NASDAQ,,,USD
NEWTH.US,"NewtekOne, Inc. - 8.625% Fixed Rate Senior Notes due 2029",NASDAQ,,,USD
NEWTI.US,"NewtekOne, Inc. - 8.00% Fixed Rate Senior Notes due 2028",NASDAQ,,,USD
NEWTP.US,"NewtekOne, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.500% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B",NASDAQ,,,USD
NEWTZ.US,"NewtekOne, Inc. - 5.50% Notes Due 2026",NASDAQ,,,USD
NEWZ.US,StockSnips AI-Powered Sentiment US All Cap ETF,NASDAQ,,,USD
NEXM.US,NexMetals Mining Corp. - Common Stock,NASDAQ,,,USD
NEXN.US,Nexxen International Ltd. - Ordinary Shares,NASDAQ,,,USD
NEXT.US,NextDecade Corporation - Common Stock,NASDAQ,,,USD
NFBK.US,"Northfield Bancorp, Inc. - Common Stock",NASDAQ,,,USD
NFE.US,New Fortress Energy Inc. - Class A Common Stock,NASDAQ,,,USD
NFTY.US,First Trust India Nifty 50 Equal Weight ETF,NASDAQ,,,USD
NFXL.US,Direxion Daily NFLX Bull 2X Shares,NASDAQ,,,USD
NFXS.US,Direxion Daily NFLX Bear 1X Shares,NASDAQ,,,USD
NGNE.US,Neurogene Inc. - Common Stock,NASDAQ,,,USD
NHIC.US,NewHold Investment Corp III - Class A Ordinary shares,NASDAQ,,,USD
NHICU.US,NewHold Investment Corp III - Units,NASDAQ,,,USD
NHICW.US,NewHold Investment Corp III - Warrants,NASDAQ,,,USD
NHPAP.US,"National Healthcare Properties, Inc. - 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock",NASDAQ,,,USD
NHPBP.US,"National Healthcare Properties, Inc. - 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock",NASDAQ,,,USD
NHTC.US,Natural Health Trends Corp. - Commn Stock,NASDAQ,,,USD
NICE.US,NICE Ltd - American Depositary Shares each representing one Ordinary Share,NASDAQ,,,USD
NIKL.US,Sprott Nickel Miners ETF,NASDAQ,,,USD
NIOBW.US,NioCorp Developments Ltd. - Warrant,NASDAQ,,,USD
NIPG.US,NIP Group Inc. - American Depositary Shares,NASDAQ,,,USD
NISN.US,"NiSun Intl Enterprise Development Group Co, Ltd - Class A Common Shares",NASDAQ,,,USD
NITO.US,"N2OFF, Inc. - Common Stock",NASDAQ,,,USD
NIU.US,Niu Technologies - American Depositary Shares,NASDAQ,,,USD
NIVF.US,NewGenIvf Group Limited - Class A Ordinary Shares,NASDAQ,,,USD
NIVFW.US,NewGenIvf Group Limited - Warrants,NASDAQ,,,USD
NIXT.US,Research Affiliates Deletions ETF,NASDAQ,,,USD
NIXX.US,"Nixxy, Inc. - Common Stock",NASDAQ,,,USD
NIXXW.US,"Nixxy, Inc. - Warrant",NASDAQ,,,USD
NKSH.US,"National Bankshares, Inc. - Common Stock",NASDAQ,,,USD
NKTR.US,Nektar Therapeutics - Common Stock,NASDAQ,,,USD
NKTX.US,"Nkarta, Inc. - Common Stock",NASDAQ,,,USD
NLSP.US,NLS Pharmaceutics Ltd. - Common Shares,NASDAQ,,,USD
NLSPW.US,NLS Pharmaceutics Ltd. - Warrant,NASDAQ,,,USD
NMFC.US,New Mountain Finance Corporation - Common Stock,NASDAQ,,,USD
NMFCZ.US,New Mountain Finance Corporation - 8.250% Notes due 2028,NASDAQ,,,USD
NMIH.US,NMI Holdings Inc - Common Stock,NASDAQ,,,USD
NMP.US,NMP Acquisition Corp. - Class A Ordinary Shares,NASDAQ,,,USD
NMPAR.US,NMP Acquisition Corp. - Right,NASDAQ,,,USD
NMPAU.US,NMP Acquisition Corp. - Units,NASDAQ,,,USD
NMRA.US,"Neumora Therapeutics, Inc. - Common Stock",NASDAQ,,,USD
NMRK.US,"Newmark Group, Inc. - Class A Common Stock",NASDAQ,,,USD
NMTC.US,NeuroOne Medical Technologies Corporation - Common Stock,NASDAQ,,,USD
NN.US,NextNav Inc. - Common stock,NASDAQ,,,USD
